@relation gtzan_rh

@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute Feature_4 numeric
@attribute Feature_5 numeric
@attribute Feature_6 numeric
@attribute Feature_7 numeric
@attribute Feature_8 numeric
@attribute Feature_9 numeric
@attribute Feature_10 numeric
@attribute Feature_11 numeric
@attribute Feature_12 numeric
@attribute Feature_13 numeric
@attribute Feature_14 numeric
@attribute Feature_15 numeric
@attribute Feature_16 numeric
@attribute Feature_17 numeric
@attribute Feature_18 numeric
@attribute Feature_19 numeric
@attribute Feature_20 numeric
@attribute Feature_21 numeric
@attribute Feature_22 numeric
@attribute Feature_23 numeric
@attribute Feature_24 numeric
@attribute Feature_25 numeric
@attribute Feature_26 numeric
@attribute Feature_27 numeric
@attribute Feature_28 numeric
@attribute Feature_29 numeric
@attribute Feature_30 numeric
@attribute Feature_31 numeric
@attribute Feature_32 numeric
@attribute Feature_33 numeric
@attribute Feature_34 numeric
@attribute Feature_35 numeric
@attribute Feature_36 numeric
@attribute Feature_37 numeric
@attribute Feature_38 numeric
@attribute Feature_39 numeric
@attribute Feature_40 numeric
@attribute Feature_41 numeric
@attribute Feature_42 numeric
@attribute Feature_43 numeric
@attribute Feature_44 numeric
@attribute Feature_45 numeric
@attribute Feature_46 numeric
@attribute Feature_47 numeric
@attribute Feature_48 numeric
@attribute Feature_49 numeric
@attribute Feature_50 numeric
@attribute Feature_51 numeric
@attribute Feature_52 numeric
@attribute Feature_53 numeric
@attribute Feature_54 numeric
@attribute Feature_55 numeric
@attribute Feature_56 numeric
@attribute Feature_57 numeric
@attribute Feature_58 numeric
@attribute Feature_59 numeric
@attribute Feature_60 numeric
@attribute class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@data
2.339004,4.403723,3.73169,3.08325,7.756371,2.443461,2.799677,3.491087,2.188181,7.013778,2.621602,2.970725,2.545509,2.748943,5.96042,1.88191,2.898754,2.883981,2.219934,9.756201,1.969182,2.614502,2.943577,2.715081,5.15439,2.436555,1.744163,2.038177,2.057374,4.368815,1.884488,2.252055,1.693422,1.730348,3.506104,2.012231,1.919138,2.094061,1.531158,9.193865,1.643511,1.991252,1.679755,1.534243,2.679019,1.356405,1.675843,1.308232,1.417715,3.635595,1.219369,1.641398,1.6742,1.256037,3.073213,1.155542,1.374071,1.36881,1.430578,4.398666,hiphop
5.056265,4.225851,6.42578,3.420992,8.046354,7.248146,3.882794,4.599399,2.423627,3.761029,10.064715,3.581344,3.502359,4.107643,3.76541,8.722748,7.10578,2.74371,4.508235,2.859469,2.679497,7.160278,2.526064,2.468219,2.994161,2.949095,5.454494,3.622045,2.122757,4.124369,1.701091,1.985519,3.449235,2.310008,2.029106,2.261073,1.635261,4.254802,1.894993,2.081055,2.474139,2.344936,3.097529,5.969745,1.618633,2.334271,1.972048,1.720941,2.706293,1.538711,1.75643,1.942029,1.36611,1.763889,2.226147,1.504772,1.894147,1.730943,1.480592,3.518235,hiphop
3.711649,5.396004,3.697836,6.882886,7.551339,3.562499,7.609124,4.188935,7.026948,3.664757,5.004258,4.233999,7.841248,7.74039,3.367898,4.004063,3.061454,11.234609,2.804377,3.2753,2.545349,4.490033,5.051482,2.745996,3.907177,2.870644,3.740823,3.27889,3.368641,2.57086,3.638208,3.080861,2.648186,3.628882,2.094315,8.993756,2.526432,2.889114,1.9685,2.739206,2.483192,2.147559,2.062033,1.694728,3.090007,1.499444,2.203856,2.329358,2.560093,2.781024,2.057298,2.000668,1.766261,5.218597,1.790013,1.665983,1.579879,1.857605,1.546062,1.349013,hiphop
5.264273,5.080451,4.779869,6.568142,5.808011,3.670169,3.224827,3.417334,5.308533,3.709337,3.378887,2.583177,3.244437,4.707469,2.940268,3.565018,3.099582,10.08182,3.366307,3.232612,2.616025,2.608383,2.679543,3.33106,3.226497,1.979163,3.023507,2.457747,1.964951,1.709603,2.249315,2.33095,1.960431,2.852504,2.785743,4.708816,4.799854,2.378006,2.442125,2.130826,2.658903,1.57689,1.772738,1.87851,1.907538,2.117171,1.427584,1.823599,1.40995,1.678663,1.449562,1.879015,1.692408,1.479821,3.644296,1.391593,1.861149,1.414919,1.778295,1.476191,hiphop
3.462793,5.505482,5.29681,6.189715,5.369191,4.442556,5.398544,2.626253,6.340626,3.457096,3.597786,3.618523,5.63175,4.56758,2.693543,3.265883,2.811178,11.917145,2.499845,3.588388,2.855634,5.119478,3.401653,3.741223,2.479492,2.662046,3.20203,2.385833,2.476634,2.968226,3.789219,2.487748,1.918961,2.544019,2.388189,5.574234,1.848498,2.490455,1.40814,3.493467,1.931609,1.606743,1.845723,1.588785,3.082154,2.048164,1.623413,1.185841,2.350224,1.38567,1.76126,1.532642,1.72841,4.453385,1.653242,1.339246,1.383756,1.79224,1.433706,1.258138,hiphop
6.220715,6.523136,4.489197,4.049189,6.768352,4.965049,4.800467,3.900236,8.67493,3.977575,3.936159,3.990875,3.321312,7.735078,4.274417,4.520815,3.86508,7.621737,5.748949,3.710944,2.940071,3.049898,3.969672,3.732647,3.096503,3.177573,2.295572,2.18379,2.195118,2.703239,2.329311,3.679813,2.16596,2.523145,3.674209,2.21276,7.024587,2.927091,2.155351,2.032501,2.371261,1.802462,1.913982,2.009499,1.578977,2.528267,1.289452,1.756301,1.560325,1.714751,2.689856,1.52463,1.873996,1.753329,2.347008,1.624772,1.61675,1.711979,1.422922,1.469383,hiphop
6.649781,6.837668,5.896139,8.259626,10.811888,5.583625,6.835814,4.451697,11.488853,5.405841,8.309647,5.723768,7.545666,10.080722,5.045479,5.817039,5.38219,17.757399,6.55843,5.039482,4.148261,4.873375,11.939904,4.688251,6.009851,4.153937,8.614842,4.121606,3.505893,3.301741,2.847698,6.467233,2.504032,3.341112,3.513865,6.528305,5.101141,2.872045,2.862863,2.563197,7.565741,2.177696,3.35362,2.665801,3.891325,4.695125,2.244816,2.718977,1.812899,4.505988,1.656952,1.781412,1.505365,2.917508,5.390609,2.625617,2.363405,1.826602,3.581948,1.812251,hiphop
6.969622,7.633827,6.938141,8.808804,10.293265,6.021471,7.526326,6.287427,15.59826,8.23582,5.024362,6.49076,4.97217,13.636639,4.803362,5.321626,4.808635,6.957878,10.978873,5.434621,4.83559,4.503308,8.332036,4.421936,4.561548,4.296867,3.37367,7.403087,3.831455,4.263788,4.45091,5.267166,8.207509,3.913553,3.15325,3.306775,5.127946,3.749307,2.938529,2.918528,2.635538,6.616815,3.490243,2.525444,2.88354,3.651757,4.43912,2.486477,2.365881,2.398504,4.32538,2.277603,2.060154,1.879105,2.130092,5.259382,2.178693,1.785503,2.307944,2.462982,hiphop
8.723918,6.755424,5.845508,10.189359,6.686868,6.276483,5.558617,6.446139,9.980128,7.399102,7.320934,5.569966,8.096897,5.52582,6.282756,5.516646,12.276775,6.000844,5.844078,5.48345,5.594142,5.494088,3.994743,3.965822,4.743213,6.125096,3.701698,3.337511,4.205773,6.421907,3.349348,5.351968,3.956854,10.928871,4.46905,3.40901,3.896659,5.325159,3.786369,3.493623,2.885125,2.955442,4.033201,2.689182,3.575847,2.283809,3.254289,2.630167,2.869846,2.771658,6.031207,2.748379,2.351786,2.650114,2.941774,2.881006,2.467988,1.823632,2.329423,3.598413,hiphop
6.69458,8.69019,6.225185,7.079706,9.575282,4.893785,6.855247,4.560143,7.805766,8.30555,4.597465,6.178153,4.881326,6.687293,5.764614,4.233082,4.429039,4.672335,14.021927,4.604881,3.481868,4.728646,3.791988,7.064463,3.372012,3.250025,3.001956,5.144872,5.847106,2.512125,3.383241,3.829171,4.462217,3.373025,3.890695,3.067198,2.463159,10.916861,3.31493,3.254512,3.104161,2.276681,4.847432,2.556847,2.096778,2.445272,3.092595,2.942161,2.288663,2.779534,2.271046,3.367847,2.339431,2.080683,2.503866,2.167883,8.717003,2.133658,2.0112,1.969568,hiphop
8.399867,8.814491,6.320686,6.953942,6.895158,4.530942,7.109432,4.480215,13.684292,3.622776,5.543565,6.405506,4.954976,8.084118,3.382785,5.78587,4.050175,14.184702,4.453376,3.259626,4.596408,3.299506,6.419914,2.274917,4.560638,2.08378,5.482868,3.183942,3.854403,3.594897,2.208422,3.509087,1.96843,4.067539,3.383898,8.489024,6.558959,3.249113,3.404927,2.076075,3.768174,1.745425,2.383454,1.353574,2.123989,2.501011,2.048045,2.881775,1.307053,3.95504,1.64804,2.04118,2.53123,4.629242,5.940733,1.917607,2.371083,1.48077,1.875486,1.428746,hiphop
4.930937,6.530763,5.114547,4.940039,12.61336,4.482985,5.541473,4.760081,6.209548,7.794078,4.635635,5.626701,3.730329,7.417501,8.188309,4.311199,6.454246,4.454099,13.083307,5.04316,3.331275,3.991595,3.276561,6.105764,3.13353,3.962042,3.050379,2.615888,5.707472,3.118723,3.697548,2.137224,3.483496,3.94477,2.345086,3.609933,3.26785,8.587894,6.936265,2.936648,3.500194,2.382616,3.710378,2.128655,2.395027,2.440601,2.014056,3.872013,2.182511,1.961477,2.103884,1.913734,3.977329,2.068812,2.719472,2.281564,2.902933,5.413615,1.797483,2.382223,hiphop
7.727711,9.872742,9.376604,4.833994,9.040048,5.149957,7.33908,4.530821,6.669511,8.58804,4.188813,9.367371,3.262382,9.34898,6.053267,5.374194,5.195814,4.226637,16.152725,4.84275,4.444782,6.365405,3.697762,7.093555,2.998081,5.512958,3.324422,2.949873,5.263512,3.644611,3.876105,2.938712,3.662753,5.01707,2.846684,5.484213,3.30669,9.375972,4.766895,3.419465,3.057227,2.593823,4.785419,2.311992,2.549043,2.431967,1.904098,4.406234,1.925327,2.473671,2.032934,2.170238,3.506567,1.945428,3.054229,2.514847,4.215247,3.719953,2.231396,2.544104,hiphop
7.531019,8.899607,6.526872,6.85976,11.632465,5.055804,6.240171,5.653229,4.824612,10.199097,4.672057,5.856867,5.246955,4.072016,13.68582,5.315755,6.167572,6.934874,4.462809,7.476165,4.550501,4.118429,5.617082,4.093373,9.574315,4.87523,4.363448,3.89855,3.583071,4.644112,3.533821,3.149209,3.098423,2.646271,4.99925,3.378867,3.028621,3.49386,3.9718,7.088468,4.128752,3.153937,3.41536,3.460113,2.828093,2.704978,2.43616,2.594288,2.963162,4.169932,3.09705,2.31552,2.518616,2.396874,3.901505,3.14403,2.060817,2.754025,2.130201,3.863221,hiphop
7.740779,5.306085,3.904196,5.87058,12.036156,4.970865,4.277227,5.321716,7.609634,8.893236,4.65749,4.502192,4.837114,9.187582,5.035579,3.601766,3.226953,4.157512,17.342256,3.845567,2.877605,2.829132,2.903276,6.478888,2.747617,3.034232,2.253929,3.645087,4.569322,3.436276,2.66129,2.902254,4.267088,3.349311,2.740165,3.03332,2.573695,12.43856,3.171037,3.056608,2.46663,2.312115,4.200454,2.301645,2.38879,2.078693,2.750092,3.907453,2.084069,2.152188,2.262563,4.594949,3.290227,2.302379,2.560158,1.677699,7.11746,2.161494,1.84657,1.671345,hiphop
4.975042,7.748757,5.546267,5.346364,7.129273,3.999676,6.344166,5.852586,7.92523,7.37337,4.415211,4.703698,3.838719,8.747903,4.624541,4.018911,3.989858,3.79069,8.021442,4.038445,5.396121,3.731855,3.377899,4.76363,3.297419,3.446596,2.974985,4.032468,4.10199,3.787318,2.970217,3.128439,4.09222,3.031527,4.463949,3.36046,2.741852,8.087708,1.986189,3.489035,2.531946,2.410273,3.242823,2.164111,2.623618,2.934628,3.044201,2.332448,1.614084,2.374693,1.822337,3.385751,1.592618,1.947358,1.971042,1.878679,3.045097,1.777287,2.397475,1.748281,hiphop
6.248032,6.276251,4.617559,4.363211,9.590315,4.6834,5.717694,4.670738,4.628249,8.923961,3.879097,6.65703,3.539319,5.490059,7.01434,4.5549,4.615635,3.939127,9.762798,8.443947,3.442651,4.59223,2.862528,5.413868,3.044849,3.032791,3.891159,2.077571,4.844146,2.413348,2.197317,2.806112,2.115441,4.002204,2.234537,2.175554,2.939744,2.296489,6.665472,2.324011,2.383326,2.112582,1.976745,3.257227,1.820308,3.682244,1.899512,2.418866,3.306327,1.490532,2.547236,1.690079,2.105349,2.24308,1.908311,1.853017,1.906172,4.858454,2.730274,1.981704,hiphop
5.363467,8.644735,5.251002,9.216495,10.66863,4.342921,6.521186,4.394808,9.315838,5.347115,5.667266,5.616192,4.807221,9.075683,5.159794,5.47748,6.446036,14.973461,6.881379,4.41126,4.760164,3.86536,7.285967,4.536157,4.78631,3.550018,3.745903,3.479146,3.312145,3.043921,3.396576,5.045834,3.434259,3.262215,3.35847,5.881517,9.151575,3.376311,3.103933,2.75149,3.100027,2.752053,2.280229,2.478377,2.052674,2.885962,2.452537,1.916067,2.089188,2.975081,2.353998,1.839426,1.728843,1.794022,6.246027,2.015184,1.897466,1.75608,2.088149,2.351362,hiphop
5.481738,5.610519,5.425721,5.111412,13.402319,4.581906,4.8517,4.676642,6.282382,16.480745,3.888965,4.046484,4.575116,4.815975,8.636833,4.899435,5.977505,4.071481,7.418672,7.502495,3.813711,4.969762,3.182118,4.94658,5.013191,3.694284,4.94184,3.338943,5.07637,4.410017,2.993273,3.600236,2.401779,2.721038,2.765285,2.484588,3.523468,2.717649,8.545801,3.505073,2.61409,3.351736,2.350187,3.322456,2.221792,2.096135,2.162788,2.117219,4.258114,2.377679,2.56368,2.035753,1.951162,2.566197,2.066361,2.174754,2.198076,2.102183,3.525638,1.981562,hiphop
7.748625,8.435586,7.047887,10.39229,12.061495,6.264601,7.381982,5.386618,11.902284,7.378516,5.393151,5.987486,7.367896,7.695105,4.023768,5.440059,5.420916,12.900647,5.704408,4.789616,5.519702,5.136258,7.615308,4.104893,3.926961,3.713066,5.951738,5.111311,4.127592,4.123366,3.517293,5.043585,3.220578,4.93592,3.575191,6.527496,4.971322,4.368297,3.884003,3.44127,4.512366,3.329883,2.677064,3.011801,2.816218,2.98919,3.086537,2.550134,3.146348,3.347586,2.656091,2.777829,2.439688,3.55322,4.691558,2.573395,2.357401,1.960385,2.736686,2.58699,hiphop
7.811603,7.817603,4.984275,5.964255,14.392709,5.437363,6.785399,5.99871,7.363526,12.679679,6.196338,7.021013,5.150799,7.438312,9.663778,5.168084,6.269134,5.392168,12.799751,8.101882,4.502995,6.29858,4.098617,7.917791,4.091412,3.613479,5.384956,3.918734,9.402103,2.851337,3.321996,3.200771,3.376667,6.280734,2.895623,3.410536,2.932416,3.077907,9.659889,4.05106,3.160345,2.881343,2.609108,3.995572,3.204797,3.181808,2.431348,4.387727,3.257498,2.569162,2.686097,2.639916,3.768132,2.169803,1.871512,3.988389,2.581235,4.418725,2.169113,2.160849,hiphop
14.679065,14.760913,11.470395,7.013454,7.721551,7.521248,6.235696,7.267728,7.574569,6.385724,6.667411,6.770231,5.921736,6.879613,7.204446,5.391116,7.853402,5.601532,4.454169,6.581787,4.351376,4.340501,10.730062,5.553322,4.082016,6.06858,4.550036,4.785994,4.705974,4.058326,4.447854,4.137013,4.703842,4.847454,5.125938,4.394705,2.807151,3.396785,3.425402,3.70798,4.073063,2.80391,4.907757,4.227671,4.944981,12.65869,5.400459,4.071785,5.027819,3.673921,3.825041,3.881047,2.690708,2.544003,3.723373,3.400897,3.557612,3.576568,2.972124,4.343661,hiphop
7.811603,7.817603,4.984275,5.964255,14.392709,5.437363,6.785399,5.99871,7.363526,12.679679,6.196338,7.021013,5.150799,7.438312,9.663778,5.168084,6.269134,5.392168,12.799751,8.101882,4.502995,6.29858,4.098617,7.917791,4.091412,3.613479,5.384956,3.918734,9.402103,2.851337,3.321996,3.200771,3.376667,6.280734,2.895623,3.410536,2.932416,3.077907,9.659889,4.05106,3.160345,2.881343,2.609108,3.995572,3.204797,3.181808,2.431348,4.387727,3.257498,2.569162,2.686097,2.639916,3.768132,2.169803,1.871512,3.988389,2.581235,4.418725,2.169113,2.160849,hiphop
10.773949,9.430091,7.401463,7.886699,10.023762,6.387966,6.352335,7.351333,5.990052,9.591578,6.431972,5.703265,5.829952,5.520765,7.030028,5.803611,4.558813,4.981124,5.379592,9.018639,15.480916,6.673139,5.238245,5.73086,4.783227,7.16736,3.90188,4.458743,3.993607,3.873061,6.485081,4.567778,3.620487,3.330544,3.187326,4.857742,4.037499,4.033849,3.870458,5.053782,7.090336,6.199912,3.683785,4.021358,2.778172,3.216743,4.057655,3.393454,3.07576,3.638927,2.77701,3.583889,2.84175,2.197127,2.40298,2.405213,2.981047,2.778357,2.987019,1.995379,hiphop
5.548349,5.825083,5.469537,5.861434,5.177743,5.280532,4.544561,5.246575,6.201929,5.58325,4.034939,5.152466,6.279062,5.852702,5.666121,6.457802,5.86121,4.272634,5.829508,5.49977,6.000905,5.351185,4.464413,3.92363,5.122268,4.168809,5.008594,3.653107,4.659934,3.996579,3.375916,3.418743,3.279534,3.447898,3.148427,3.432582,3.251468,4.531338,4.104582,2.948431,4.365857,3.097923,3.351996,3.184857,3.622928,3.091962,3.215915,4.014515,2.294203,3.258144,2.563524,3.418493,2.638512,2.478322,2.585668,2.890374,2.241496,2.273992,2.278872,2.452376,hiphop
5.499183,4.754901,3.956237,2.792609,6.217013,2.137572,2.17237,2.592819,1.699888,4.22367,2.069476,2.019903,3.212207,1.685147,4.066883,2.105153,1.63791,2.036681,1.469808,5.718212,2.699945,1.651839,1.773908,1.821525,3.286683,1.509807,1.249396,1.723311,1.609005,1.910079,1.320578,1.16223,1.752989,1.031176,1.99421,2.035622,1.405616,1.477385,1.11477,3.527576,2.521492,1.178384,2.072214,0.796844,1.388965,1.538598,0.73294,1.798951,0.711065,1.005626,1.256536,0.773981,1.332257,0.893135,1.275731,1.321182,0.79089,1.010642,0.76031,1.482299,hiphop
3.386645,4.239922,4.021286,3.099695,6.177429,3.02635,2.312319,4.356763,2.767851,3.063051,3.017201,1.826364,3.068809,2.282415,2.400274,3.081098,1.96912,2.807019,1.665633,1.970903,6.479317,1.528662,2.319704,2.227416,1.696105,2.926079,1.547938,1.70984,1.891594,1.853643,2.986222,1.70875,1.560493,2.259419,1.569116,1.786347,1.853261,1.550875,1.901134,1.446641,2.012285,4.552774,1.972561,1.748768,1.457707,1.061466,1.76402,1.047101,1.375967,1.220724,1.211432,1.587209,0.998681,1.253117,1.29244,1.155365,1.753916,1.20796,1.248403,1.179939,hiphop
5.983781,5.722387,4.732083,4.065702,6.857476,3.025037,4.456591,4.827172,4.155003,4.102095,3.594853,4.373464,4.706178,3.507015,4.83131,4.217217,2.939315,3.668811,3.483948,5.319541,5.321775,2.897283,3.69984,2.173849,2.5476,3.261228,2.581229,2.984137,2.335309,2.739691,3.591914,2.927091,2.888463,2.589149,2.465361,2.624692,1.707652,2.395496,2.028075,1.6863,7.140601,2.406676,2.087681,1.90374,1.693175,2.621695,1.871715,1.715606,2.076514,1.778386,1.896992,1.57525,1.688946,2.069617,1.28242,1.95798,1.386838,1.638965,1.558794,1.369447,hiphop
5.136999,3.152569,3.044681,3.001556,3.442652,5.016784,3.463323,2.962572,2.734198,2.49958,4.552099,2.282628,2.388038,4.914138,2.02916,1.801564,2.899605,1.813102,1.766359,2.54611,1.548367,3.043042,2.994184,1.688233,1.642599,1.505446,1.363209,2.907158,1.571671,1.535066,3.253579,1.414,1.417848,2.360714,1.272068,1.587667,1.264857,1.375959,1.991387,1.496367,0.918905,1.431999,1.066928,1.356583,3.813425,0.98896,0.882415,1.193173,1.105704,1.25705,1.778718,1.200319,1.313802,0.957931,0.823698,1.801571,0.82136,0.943995,1.981336,0.988151,hiphop
4.88065,4.350973,4.179514,4.433447,5.920391,5.07329,3.002204,3.436067,3.715734,4.02836,6.491328,3.19828,3.325745,3.327757,3.176543,4.56331,3.989002,3.351793,3.025154,3.123085,3.118757,8.036405,2.834411,2.835747,3.352798,2.632893,3.371737,2.897137,2.209226,2.337135,2.260279,2.192112,3.420683,2.124895,1.767209,2.320216,2.280167,2.9922,2.134139,1.622004,2.042641,1.712211,2.158467,4.200864,1.833827,1.865206,1.769588,1.754104,1.802655,1.52205,1.449495,1.402907,1.52527,1.751969,1.974205,1.438599,1.466542,1.361951,1.530033,2.132864,hiphop
4.718281,4.703653,3.327394,3.072622,5.360838,2.412526,2.637056,2.537861,2.234566,4.274488,2.417897,3.8409,2.618765,2.531642,2.488109,2.340321,2.473194,2.783281,3.653869,5.329044,2.576514,2.652203,1.647019,2.447085,2.031571,1.622438,1.963291,1.334088,2.056317,1.747693,1.330322,1.81907,1.366343,1.679921,1.3839,1.329435,1.544364,1.490389,4.634346,1.932781,1.289553,1.269413,1.080874,1.840501,1.040323,1.051486,1.244649,1.020208,1.363542,0.918694,1.385017,1.188111,1.01205,1.281584,0.865873,1.186135,1.072973,1.180229,2.290106,0.888964,hiphop
1.723302,2.554925,3.082234,1.6669,5.398064,1.339461,1.840978,1.783031,1.352083,3.508877,1.495261,1.282483,2.057004,1.377366,4.567173,1.330236,1.870463,1.86837,1.161972,5.832014,0.964376,1.405381,1.836249,0.845103,2.605925,0.933215,1.033641,1.361421,1.125428,2.732933,0.727044,0.789401,1.222392,0.706509,2.42342,0.660322,0.715788,1.123104,1.352037,10.816283,1.992015,1.228797,1.579373,0.797578,1.728122,0.596924,0.813526,1.082002,0.686553,2.12551,0.934241,0.76923,0.941944,0.761139,2.067026,0.722108,0.592663,1.054475,0.670924,1.967098,hiphop
4.798599,4.717647,6.741874,5.063805,4.75761,7.136344,3.740541,4.382749,4.05773,3.225881,5.423543,5.479054,3.374141,5.565842,4.113166,3.376885,6.426322,3.591858,3.329089,3.504195,2.657999,2.617467,5.309876,3.407386,2.767557,3.293302,2.771804,2.59875,4.115671,3.371325,3.091717,2.741948,2.392141,2.498192,2.968131,2.326515,2.419663,2.064502,1.985646,3.021345,1.860446,1.748431,2.028138,2.005332,1.915211,7.149316,2.026725,1.800695,1.684409,1.629008,1.773815,1.982964,1.527198,1.77521,1.623597,1.30579,1.823178,1.910568,1.5261,2.030063,hiphop
5.090589,3.678831,4.417398,3.924023,3.93514,4.923451,3.3781,3.783977,4.027031,3.907363,3.101053,5.027059,4.082961,3.821105,4.188169,5.203366,3.87176,2.654483,4.642473,3.23082,2.772155,3.437264,2.816256,2.177408,8.451367,2.050232,2.417383,2.50919,2.186605,2.546753,3.172623,2.600306,2.514253,2.951589,1.890513,1.916363,2.739402,2.571828,1.747941,1.745687,1.749745,1.741788,1.878192,2.743748,2.022802,1.711335,2.169817,1.613019,1.484742,7.097196,1.374206,1.443353,1.677616,1.657025,1.515192,2.076251,1.377501,1.345871,1.565499,1.376037,hiphop
4.040104,3.495342,4.437811,3.620408,4.305621,5.353826,2.546434,3.506097,3.554414,2.947914,4.104548,3.485314,3.082007,4.108649,3.835705,3.389683,5.533294,3.05196,2.532421,3.261411,2.717355,2.927312,3.93893,2.844181,2.449905,2.443788,2.750839,2.957487,2.960732,2.530515,2.260928,2.49342,2.037308,2.383341,2.006825,2.056129,2.150186,2.228568,1.774992,2.609323,2.038818,1.664432,2.165818,2.264963,3.026175,4.286482,2.149701,2.7813,1.923921,1.566954,1.716035,1.568848,1.395308,1.545842,1.501163,1.59382,2.063693,1.413261,1.188122,1.743123,hiphop
5.612359,6.129065,5.685157,6.314661,5.873186,3.75434,3.631236,5.551669,3.788204,4.992263,3.027285,3.649571,3.300972,2.425183,4.50162,3.312329,3.12056,3.185113,3.376079,5.688712,3.006846,2.620659,2.981713,2.612644,3.112259,2.37719,2.436562,2.833625,2.262918,3.061489,2.149262,2.060883,2.33663,1.9818,2.581088,1.780752,2.070233,2.04166,2.109005,5.427818,2.88005,1.727994,2.236977,1.828124,2.144855,1.803678,1.2922,1.673987,1.627433,1.91555,1.343556,1.413114,1.865437,1.282901,1.897545,1.319042,1.465534,1.893194,1.460144,1.74812,hiphop
4.332235,3.579225,5.504115,3.212338,3.511325,4.294692,3.032299,3.250849,3.401089,3.418248,3.68706,3.132333,2.608214,4.219058,2.643819,2.5256,3.418098,2.763881,2.308135,2.820486,2.371873,4.09385,4.627406,3.04176,2.320674,2.160922,2.282175,2.957346,2.100536,2.325071,2.828822,2.17671,1.711466,2.1412,1.976935,1.4892,1.799943,1.829961,1.722941,1.780163,1.264834,1.5733,1.62294,1.479375,4.73913,1.930492,1.481712,2.102017,1.189031,1.245473,1.628144,1.24451,1.521726,1.263157,1.155001,1.30042,1.286122,1.031831,1.130895,1.077855,hiphop
4.121617,3.811806,3.556175,2.852729,2.491365,3.832405,2.532885,2.409336,3.757111,2.503287,2.398426,4.923613,2.676497,3.746278,4.002033,2.078506,3.662111,3.711223,1.886432,2.379004,2.232494,2.520402,5.166713,3.376284,1.636071,2.532508,1.589927,1.4174,2.625968,1.253219,1.824264,2.321672,1.520895,1.061962,2.316006,1.183411,1.174075,1.917949,1.403496,1.337756,2.138479,1.065025,1.258865,1.537732,1.442681,2.838624,4.020995,2.32058,1.776845,1.172132,1.225649,1.540635,1.413251,1.003053,1.255694,1.145879,1.038872,1.411383,1.141463,0.979295,hiphop
5.445939,4.560557,3.435152,5.095094,3.586115,4.747076,4.563107,3.611095,4.663718,3.098701,4.903756,3.39302,4.168054,3.531243,5.578999,3.966591,3.027667,4.17067,2.693548,2.47302,2.409202,3.591804,2.504405,2.227826,1.936861,2.549079,2.104275,2.777556,6.79028,5.468147,2.666967,1.962415,2.130888,1.476924,1.849965,1.996525,2.283759,1.757442,1.53783,1.396415,1.562179,1.683885,1.527344,1.952842,1.415247,1.574752,1.522304,1.580399,1.449224,1.515617,1.55822,1.716495,1.37482,1.309484,1.386391,1.090796,1.279588,1.193623,2.929926,1.224177,hiphop
7.578825,5.963508,5.327797,4.222033,4.400408,4.480846,3.386999,3.430678,2.879701,2.421841,5.800523,2.823483,2.482976,3.27383,2.410495,3.569728,3.084247,2.184322,2.938457,1.878475,2.634089,7.185281,1.92292,1.936933,2.022364,1.785348,2.313697,1.819358,1.556405,1.75306,1.557815,1.532888,2.635019,1.481254,1.240539,1.665635,1.486685,1.709519,2.305036,1.480438,1.578064,2.123404,2.20591,6.158593,1.535127,1.139543,1.592683,1.59362,1.527248,1.88227,1.850747,1.78339,1.439581,1.184204,2.291863,1.129686,1.148774,1.060494,1.308145,1.578687,hiphop
6.641503,5.423377,5.263244,6.065271,4.664007,3.904491,4.284386,7.172729,3.526368,3.880767,4.442125,3.533115,4.884617,4.462167,3.830428,4.943481,3.264755,4.020832,4.790792,3.720755,4.531508,5.704635,4.436564,3.949722,3.166299,3.540507,4.309308,3.479472,2.349709,2.904381,1.997168,2.643888,2.103721,2.693053,3.431436,2.15832,2.262583,2.909149,2.142493,2.476275,2.839171,2.270877,8.52725,2.581409,2.886944,2.335785,2.309334,2.085538,1.943863,1.727027,2.037487,2.12758,1.684276,1.760554,1.540434,1.974452,1.975937,1.466138,1.836619,1.623526,hiphop
5.063687,3.812382,5.811273,4.155611,3.591085,4.032701,3.44581,3.637728,2.945227,3.470259,4.397,2.920544,2.645591,3.509607,2.677986,2.492053,4.452777,2.801474,2.841301,2.964257,2.500736,3.342828,3.147786,2.527823,2.51969,2.797171,1.753231,3.358005,2.033792,1.998951,2.368294,2.614182,2.242407,2.87083,1.926205,1.96714,1.957587,1.944235,2.270548,1.653108,1.507713,2.148298,1.503189,1.871068,6.063221,1.721786,1.514783,2.370015,1.414163,1.778013,1.425977,1.314,1.503493,1.565347,1.44471,1.7724,1.328146,1.374415,1.605526,1.109072,hiphop
