@relation gtzan_blues_classic_country_disco_hiphop_jazz_metal_pop_reggae_rock_lsp

@attribute Mean_Acc1000_Mean_Mem40_LSP_1_f0 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_2_f1 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_3_f2 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_4_f3 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_5_f4 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_6_f5 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_7_f6 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_8_f7 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_9_f8 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_10_f9 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_11_f10 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_12_f11 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_13_f12 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_14_f13 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_15_f14 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_16_f15 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_17_f16 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_18_f17 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_1_f18 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_2_f19 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_3_f20 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_4_f21 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_5_f22 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_6_f23 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_7_f24 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_8_f25 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_9_f26 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_10_f27 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_11_f28 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_12_f29 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_13_f30 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_14_f31 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_15_f32 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_16_f33 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_17_f34 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_18_f35 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_1_f36 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_2_f37 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_3_f38 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_4_f39 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_5_f40 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_6_f41 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_7_f42 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_8_f43 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_9_f44 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_10_f45 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_11_f46 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_12_f47 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_13_f48 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_14_f49 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_15_f50 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_16_f51 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_17_f52 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_18_f53 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_1_f54 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_2_f55 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_3_f56 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_4_f57 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_5_f58 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_6_f59 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_7_f60 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_8_f61 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_9_f62 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_10_f63 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_11_f64 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_12_f65 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_13_f66 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_14_f67 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_15_f68 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_16_f69 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_17_f70 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18_f71 numeric
@attribute class {blues,classical,country,hiphop,jazz,metal,pop,reggae,rock}

@data
0.152305,0.345866,0.472788,0.624195,0.757313,0.915738,1.082912,1.246308,1.386112,1.525205,1.685883,1.819631,1.980385,2.090429,2.24403,2.348268,2.496966,2.593567,0.058093,0.054038,0.067693,0.060237,0.078422,0.085455,0.083067,0.077537,0.069097,0.069732,0.063915,0.067165,0.069314,0.062175,0.072338,0.065627,0.075153,0.073794,0.035054,0.044707,0.065195,0.075348,0.089745,0.108106,0.12648,0.142961,0.159423,0.175825,0.193014,0.208666,0.226068,0.237585,0.25571,0.267396,0.284224,0.294899,0.011973,0.022369,0.026344,0.042811,0.051843,0.06394,0.075596,0.092407,0.104274,0.114808,0.130391,0.14054,0.154411,0.166078,0.176335,0.186521,0.19772,0.206768,hiphop
0.127764,0.358095,0.536976,0.706049,0.837031,0.96009,1.109684,1.249659,1.410713,1.540578,1.696647,1.835019,1.985799,2.105806,2.262664,2.361267,2.506415,2.602589,0.06093,0.04844,0.053887,0.043478,0.049025,0.055665,0.058164,0.058485,0.057895,0.057656,0.061048,0.061697,0.061209,0.059643,0.060981,0.061375,0.068109,0.079421,0.035658,0.04852,0.060469,0.079758,0.095059,0.109858,0.126212,0.143069,0.160065,0.175294,0.192269,0.208724,0.226797,0.239454,0.258285,0.269872,0.285925,0.297022,0.013562,0.021664,0.040733,0.053875,0.063648,0.072329,0.084381,0.095022,0.110151,0.120488,0.133933,0.144536,0.155999,0.167936,0.179571,0.187374,0.199378,0.205916,hiphop
0.191448,0.361819,0.51204,0.640991,0.794496,0.950874,1.095658,1.249868,1.40021,1.533548,1.700091,1.823702,1.977007,2.092824,2.235355,2.32523,2.470077,2.565753,0.053922,0.060238,0.052175,0.055851,0.066116,0.059942,0.072789,0.068617,0.067804,0.073378,0.065583,0.06907,0.070697,0.07127,0.070896,0.068073,0.074636,0.078084,0.03129,0.049962,0.062042,0.07455,0.092481,0.109699,0.125824,0.142665,0.15985,0.174783,0.19336,0.207206,0.225862,0.239348,0.255198,0.265369,0.281397,0.292191,0.01259,0.023961,0.036945,0.045433,0.057524,0.072063,0.081169,0.095157,0.106971,0.117041,0.132376,0.142669,0.153945,0.163271,0.175882,0.183942,0.195098,0.202691,hiphop
0.173829,0.368859,0.515168,0.639441,0.814059,0.954074,1.084281,1.239942,1.391662,1.523089,1.675497,1.813227,1.961636,2.09189,2.249812,2.34411,2.497538,2.585871,0.046189,0.068319,0.050311,0.057604,0.064779,0.055461,0.078232,0.072268,0.074152,0.075319,0.080383,0.083592,0.079266,0.079415,0.074879,0.070194,0.070877,0.070589,0.025387,0.053069,0.059907,0.075456,0.094016,0.109992,0.124892,0.142285,0.159367,0.174072,0.192266,0.206917,0.224994,0.238817,0.257155,0.267932,0.284797,0.293231,0.011244,0.019885,0.036486,0.042469,0.05656,0.069625,0.07689,0.091538,0.103725,0.114504,0.125374,0.137934,0.149632,0.161665,0.175261,0.183912,0.197671,0.207453,hiphop
0.187198,0.34788,0.496943,0.620549,0.765864,0.937711,1.073801,1.229753,1.403187,1.538382,1.706792,1.842072,2.00341,2.115357,2.255876,2.347359,2.500983,2.580148,0.049169,0.050187,0.052952,0.047759,0.05957,0.057174,0.057767,0.066062,0.060702,0.061403,0.063992,0.067068,0.063834,0.063043,0.063684,0.062537,0.065759,0.06606,0.023685,0.045035,0.058701,0.070006,0.086292,0.106407,0.122414,0.140607,0.161825,0.175579,0.194542,0.210584,0.231053,0.242824,0.257838,0.268389,0.286117,0.294916,0.01325,0.018868,0.03327,0.049177,0.057568,0.07013,0.081405,0.092216,0.10556,0.118534,0.132458,0.142409,0.153947,0.164834,0.177745,0.185452,0.197456,0.204429,hiphop
0.178145,0.375602,0.536201,0.668822,0.811458,0.949025,1.099162,1.22755,1.396716,1.527115,1.679246,1.812967,1.980821,2.081881,2.219362,2.329271,2.474042,2.561862,0.057381,0.056268,0.051814,0.050781,0.051693,0.057233,0.063695,0.066106,0.068872,0.065067,0.068685,0.070542,0.071722,0.065083,0.075455,0.070178,0.069476,0.071636,0.027761,0.048132,0.059944,0.078128,0.093348,0.109282,0.125028,0.1392,0.15482,0.169848,0.189029,0.204979,0.224121,0.234311,0.251135,0.265114,0.280033,0.288835,0.014176,0.027213,0.040181,0.047944,0.060557,0.071964,0.085373,0.095478,0.112995,0.124609,0.1331,0.143311,0.157158,0.168273,0.176384,0.184668,0.19888,0.20782,hiphop
0.127023,0.337156,0.493036,0.632847,0.801385,0.967611,1.124226,1.288827,1.45946,1.598444,1.766976,1.877187,2.028016,2.149056,2.281645,2.358266,2.510547,2.597717,0.054245,0.062082,0.065213,0.057114,0.068841,0.059159,0.076547,0.074915,0.071384,0.068917,0.066486,0.064442,0.070247,0.065631,0.060547,0.060081,0.067383,0.066972,0.024746,0.046593,0.062856,0.077017,0.094313,0.111971,0.131319,0.149123,0.168719,0.182994,0.202064,0.213553,0.231837,0.245338,0.259654,0.268646,0.285054,0.295603,0.008571,0.018581,0.0276,0.041964,0.054584,0.070172,0.078731,0.094097,0.108161,0.121763,0.136371,0.14732,0.157701,0.16903,0.18201,0.188175,0.201005,0.207548,hiphop
0.150946,0.376024,0.558185,0.717092,0.8534,1.039483,1.179884,1.289654,1.427138,1.574919,1.725151,1.829659,1.971942,2.100386,2.259827,2.361999,2.512303,2.598599,0.06307,0.07004,0.066604,0.052131,0.078735,0.075316,0.060735,0.062059,0.067629,0.06019,0.059653,0.060289,0.0672,0.065973,0.065879,0.065713,0.070982,0.070005,0.032352,0.051508,0.066092,0.084219,0.099291,0.119383,0.135666,0.146586,0.162897,0.179559,0.195902,0.207456,0.223918,0.239274,0.258001,0.269618,0.286822,0.296094,0.010784,0.020922,0.036797,0.050455,0.057555,0.074615,0.087836,0.098541,0.108627,0.12211,0.135888,0.145076,0.155553,0.165497,0.178129,0.186859,0.198434,0.206635,hiphop
0.135967,0.317099,0.489486,0.609876,0.758104,0.90792,1.061235,1.228207,1.407998,1.552214,1.71223,1.835593,2.005336,2.113888,2.254072,2.347179,2.497442,2.579979,0.052088,0.065957,0.066792,0.051734,0.068141,0.063862,0.082402,0.089543,0.081139,0.079239,0.076049,0.075791,0.073512,0.065986,0.069156,0.070801,0.07031,0.070766,0.027012,0.04506,0.06371,0.071046,0.088804,0.104639,0.121608,0.139937,0.161085,0.17755,0.195098,0.209516,0.229266,0.240973,0.255907,0.266844,0.284373,0.29308,0.012454,0.020065,0.030838,0.043904,0.054425,0.068015,0.07863,0.091674,0.106685,0.117021,0.131698,0.141758,0.155342,0.166775,0.179265,0.186395,0.198391,0.206306,hiphop
0.206055,0.385022,0.530065,0.681909,0.810112,0.95119,1.087796,1.226703,1.393722,1.51786,1.672987,1.800502,1.942014,2.068227,2.216073,2.314789,2.462843,2.554836,0.052872,0.042798,0.045546,0.042592,0.045727,0.055882,0.053795,0.063737,0.062578,0.061225,0.066844,0.058665,0.060932,0.061785,0.061201,0.060266,0.061477,0.066461,0.032617,0.046181,0.063492,0.080534,0.095248,0.111021,0.125526,0.142768,0.160657,0.174774,0.19241,0.205785,0.221773,0.235818,0.253166,0.263619,0.280558,0.289995,0.016163,0.026888,0.035261,0.049149,0.058062,0.068926,0.08105,0.089595,0.105015,0.115257,0.127022,0.14055,0.152225,0.163124,0.174962,0.184544,0.196769,0.205101,hiphop
0.175679,0.313107,0.458361,0.610045,0.743847,0.874882,1.036131,1.164965,1.328353,1.462936,1.635222,1.780056,1.942589,2.066497,2.222814,2.326524,2.473097,2.576365,0.043425,0.058236,0.070287,0.062342,0.057256,0.069801,0.058008,0.06445,0.065558,0.061662,0.063709,0.059815,0.055973,0.059004,0.059155,0.060685,0.060334,0.080214,0.025357,0.042141,0.056513,0.068789,0.084421,0.100649,0.120219,0.13491,0.154191,0.169322,0.189556,0.204041,0.222867,0.236751,0.255628,0.265761,0.283133,0.292153,0.011997,0.018536,0.031072,0.044842,0.054629,0.061589,0.075204,0.084867,0.097588,0.109708,0.122814,0.137862,0.151851,0.162144,0.17388,0.184551,0.196045,0.205097,hiphop
0.154171,0.330803,0.492748,0.649928,0.815315,0.987898,1.119729,1.274554,1.42621,1.552851,1.711282,1.850992,2,2.111723,2.256399,2.359831,2.490527,2.572874,0.046128,0.058732,0.065951,0.05962,0.059233,0.055521,0.058995,0.058752,0.061548,0.059531,0.065211,0.065799,0.064159,0.063647,0.063744,0.070405,0.065265,0.066612,0.020607,0.045325,0.06207,0.078982,0.095116,0.114549,0.128736,0.146304,0.16338,0.177216,0.194842,0.210135,0.227676,0.239804,0.256346,0.268137,0.283189,0.292072,0.010295,0.020749,0.031319,0.04408,0.057888,0.072348,0.08345,0.096173,0.108808,0.120521,0.133153,0.145971,0.157621,0.167899,0.179958,0.187744,0.199207,0.20658,hiphop
0.14677,0.396114,0.536666,0.67709,0.812921,0.9493,1.096985,1.22776,1.402003,1.52479,1.683583,1.800072,1.947063,2.067987,2.219607,2.307954,2.453835,2.554477,0.060222,0.061225,0.059073,0.058792,0.053103,0.061942,0.063867,0.067096,0.05925,0.060236,0.06497,0.061316,0.069473,0.06923,0.063148,0.066714,0.070398,0.07843,0.03229,0.052348,0.06436,0.080507,0.095377,0.111027,0.12661,0.141095,0.159921,0.173847,0.193358,0.20678,0.223308,0.237353,0.254565,0.264999,0.281377,0.292968,0.012931,0.028978,0.038844,0.046697,0.058889,0.067611,0.079471,0.091081,0.108121,0.11875,0.129006,0.139053,0.150331,0.160332,0.173999,0.18029,0.192224,0.198946,hiphop
0.165902,0.313552,0.471475,0.59771,0.750794,0.856395,1.0385,1.168449,1.353651,1.51715,1.683966,1.793913,1.963742,2.091496,2.242807,2.339065,2.490578,2.587333,0.060511,0.058703,0.067753,0.068399,0.060631,0.078642,0.081013,0.093721,0.085364,0.078643,0.06938,0.072469,0.074659,0.073042,0.073019,0.067361,0.072629,0.08112,0.030323,0.050345,0.066598,0.072927,0.086857,0.098709,0.121134,0.139987,0.156985,0.175559,0.19226,0.203158,0.222347,0.235652,0.254382,0.266357,0.283386,0.29182,0.01683,0.017253,0.028852,0.037835,0.053702,0.060506,0.073372,0.077889,0.098018,0.113902,0.129725,0.141027,0.154959,0.167287,0.178225,0.185618,0.19784,0.208147,hiphop
0.20364,0.342545,0.499758,0.633382,0.796874,0.935995,1.093897,1.226564,1.397439,1.533861,1.696399,1.81467,1.977073,2.096194,2.244175,2.343109,2.490289,2.586699,0.044967,0.053527,0.053168,0.058925,0.059145,0.059955,0.062134,0.064549,0.067003,0.069134,0.072615,0.069784,0.081472,0.073714,0.073269,0.070985,0.072731,0.075687,0.029922,0.052691,0.062307,0.079926,0.094495,0.110287,0.13024,0.148808,0.166511,0.182012,0.199242,0.212,0.227925,0.241715,0.260203,0.272114,0.285668,0.295145,0.015687,0.02247,0.038081,0.044221,0.059994,0.070664,0.081574,0.087484,0.102076,0.112714,0.126591,0.136145,0.150636,0.161124,0.171485,0.179749,0.195541,0.205162,hiphop
0.129732,0.402374,0.54337,0.693221,0.811404,0.969171,1.078848,1.239397,1.431864,1.564321,1.718515,1.838947,1.985602,2.115721,2.2745,2.375306,2.513727,2.598516,0.074958,0.086654,0.064035,0.062446,0.081447,0.08109,0.113332,0.119691,0.088061,0.086885,0.086636,0.085023,0.088949,0.088302,0.084338,0.088635,0.094233,0.108439,0.031517,0.051422,0.063919,0.079421,0.094138,0.111311,0.127201,0.148121,0.165465,0.180933,0.198927,0.211325,0.228003,0.24327,0.259565,0.270865,0.28617,0.296566,0.011985,0.025076,0.035091,0.048794,0.053546,0.067725,0.067863,0.079664,0.103316,0.113536,0.125881,0.137613,0.149371,0.159924,0.176339,0.184433,0.195727,0.199804,hiphop
0.12383,0.231959,0.419784,0.587207,0.774262,0.910073,1.069204,1.200103,1.381256,1.53901,1.697452,1.812047,1.983598,2.096307,2.245128,2.349748,2.489939,2.587568,0.038016,0.051569,0.086805,0.083723,0.079825,0.08644,0.086042,0.100835,0.090616,0.083759,0.075431,0.075451,0.07627,0.068456,0.070835,0.068799,0.071037,0.081238,0.020921,0.03568,0.054534,0.072392,0.094458,0.112154,0.128722,0.145826,0.162064,0.180013,0.197314,0.208983,0.227027,0.238829,0.254694,0.266875,0.282908,0.294354,0.01048,0.01783,0.030074,0.041433,0.050952,0.058063,0.071568,0.079193,0.099428,0.110789,0.125952,0.136671,0.152352,0.164656,0.178226,0.187137,0.198593,0.204561,hiphop
0.181132,0.327027,0.485157,0.644273,0.799578,0.930233,1.073021,1.233756,1.407467,1.525006,1.680589,1.812229,1.979668,2.101433,2.248169,2.345048,2.489339,2.581979,0.062097,0.061957,0.067995,0.072056,0.079414,0.090859,0.099067,0.086696,0.072003,0.075098,0.07607,0.082346,0.08228,0.086755,0.08751,0.095197,0.104028,0.123096,0.027495,0.040754,0.059864,0.078051,0.095475,0.108786,0.12521,0.143532,0.161578,0.175363,0.192737,0.207852,0.226175,0.240466,0.257311,0.268414,0.284585,0.294961,0.012173,0.021835,0.031457,0.04286,0.052989,0.062123,0.071477,0.086495,0.104941,0.113651,0.12699,0.136346,0.151757,0.160265,0.17236,0.179375,0.190233,0.195323,hiphop
0.153457,0.325054,0.485328,0.624955,0.797276,0.941487,1.116725,1.253079,1.416353,1.564031,1.730048,1.852801,1.989191,2.104652,2.253945,2.360357,2.518584,2.632552,0.073686,0.081905,0.073984,0.080278,0.087643,0.095742,0.0935,0.093385,0.089025,0.086846,0.087802,0.082504,0.099797,0.101347,0.100587,0.100619,0.104537,0.120703,0.050995,0.05197,0.061281,0.079609,0.093402,0.109382,0.129467,0.143123,0.162286,0.179345,0.197908,0.209687,0.225095,0.236617,0.255436,0.266327,0.284008,0.294154,0.02138,0.030131,0.032382,0.041489,0.057121,0.066938,0.081375,0.093333,0.108195,0.119214,0.133161,0.145069,0.154632,0.165666,0.176138,0.186062,0.198552,0.20983,hiphop
0.162913,0.351158,0.52271,0.662921,0.820695,0.972218,1.123152,1.266057,1.432812,1.553163,1.690765,1.818696,1.97719,2.090141,2.242266,2.340078,2.487347,2.577949,0.044066,0.054992,0.054105,0.053777,0.05859,0.056862,0.059264,0.060217,0.060919,0.057485,0.062679,0.065053,0.063251,0.067752,0.071415,0.0726,0.075223,0.082943,0.022939,0.047453,0.0649,0.074761,0.092886,0.109797,0.128295,0.141778,0.161244,0.174942,0.190474,0.205983,0.224005,0.23717,0.254729,0.266555,0.282991,0.292671,0.011445,0.019919,0.034946,0.050172,0.063259,0.076074,0.086388,0.101304,0.113812,0.124765,0.13486,0.143701,0.157237,0.16573,0.177574,0.184984,0.197217,0.205068,hiphop
0.138236,0.350216,0.533607,0.677937,0.839103,0.984084,1.139609,1.284257,1.454801,1.568507,1.741589,1.867701,2.020832,2.120529,2.281167,2.377441,2.527202,2.610051,0.058375,0.074217,0.068109,0.077281,0.085982,0.092057,0.087116,0.087386,0.074358,0.082088,0.08293,0.078408,0.074666,0.088476,0.087937,0.091091,0.103349,0.116956,0.03546,0.050698,0.063864,0.082568,0.101674,0.11652,0.133361,0.150618,0.168246,0.18186,0.199461,0.212795,0.230919,0.244461,0.261667,0.270683,0.2885,0.296083,0.01472,0.022549,0.036172,0.044308,0.058065,0.071413,0.080938,0.090728,0.10729,0.115018,0.133475,0.144571,0.156582,0.159996,0.174713,0.185032,0.19404,0.202487,hiphop
0.158555,0.282091,0.485277,0.630059,0.780748,0.910514,1.052519,1.200892,1.373058,1.524127,1.695821,1.82276,1.991697,2.10127,2.251286,2.341465,2.503517,2.595986,0.044273,0.055168,0.068117,0.060309,0.055421,0.060063,0.07137,0.08676,0.085677,0.076723,0.082289,0.078241,0.07849,0.087833,0.086152,0.091406,0.103673,0.110048,0.023803,0.038123,0.055225,0.073683,0.094645,0.108638,0.122904,0.13929,0.160726,0.177142,0.193202,0.208322,0.227783,0.241509,0.257411,0.267188,0.28541,0.294794,0.011319,0.016059,0.035849,0.043074,0.050853,0.061395,0.074797,0.085514,0.098938,0.111798,0.129095,0.139312,0.152978,0.159025,0.173661,0.181586,0.192788,0.201995,hiphop
0.167484,0.359779,0.53266,0.699472,0.859528,0.994777,1.13404,1.257967,1.408816,1.538954,1.695621,1.822916,1.972148,2.083509,2.230398,2.33289,2.489979,2.576157,0.061486,0.080726,0.076076,0.076655,0.080088,0.07609,0.07515,0.083989,0.089219,0.084219,0.085842,0.084718,0.081951,0.07898,0.0774,0.078839,0.075492,0.083894,0.043141,0.061022,0.072568,0.082296,0.10156,0.11886,0.132078,0.145591,0.16278,0.177289,0.193959,0.2074,0.224499,0.236504,0.254918,0.266794,0.283374,0.292653,0.021113,0.028517,0.037113,0.054518,0.065699,0.072964,0.084079,0.09476,0.106644,0.115619,0.129165,0.1405,0.152648,0.1632,0.173603,0.181761,0.197368,0.204226,hiphop
0.13701,0.333331,0.495769,0.650645,0.821539,0.956669,1.101374,1.240066,1.405598,1.5383,1.695287,1.819491,1.969927,2.09632,2.237207,2.337819,2.48277,2.580206,0.048262,0.064682,0.070267,0.067866,0.071167,0.074061,0.07635,0.082863,0.076932,0.077466,0.080688,0.07697,0.076988,0.081504,0.080809,0.08808,0.095729,0.107225,0.053049,0.053203,0.063733,0.078288,0.096877,0.111219,0.127537,0.142237,0.15851,0.175608,0.192987,0.207042,0.223642,0.23952,0.255224,0.266964,0.283617,0.295719,0.014282,0.025137,0.039102,0.048847,0.061858,0.0701,0.081012,0.090844,0.108684,0.116611,0.129464,0.140182,0.153713,0.161751,0.174256,0.181075,0.191744,0.196972,hiphop
0.22231,0.369306,0.481558,0.613258,0.781261,0.926187,1.085583,1.212309,1.370139,1.499137,1.667312,1.787897,1.941335,2.069777,2.216605,2.325181,2.481961,2.572444,0.058978,0.046296,0.042699,0.052711,0.052457,0.057757,0.057012,0.058523,0.05967,0.059315,0.060961,0.055812,0.062392,0.062332,0.062509,0.062926,0.06175,0.069457,0.038283,0.046377,0.055479,0.076072,0.091198,0.107831,0.124695,0.1396,0.158281,0.172149,0.190982,0.204644,0.222128,0.238473,0.254607,0.267274,0.285376,0.293941,0.015756,0.024281,0.036044,0.043892,0.059978,0.069465,0.081869,0.091991,0.105416,0.116187,0.130253,0.14104,0.15249,0.162675,0.174817,0.182904,0.195652,0.203816,hiphop
0.151381,0.316177,0.495012,0.635298,0.802878,0.921108,1.086271,1.216641,1.395225,1.529288,1.69615,1.832143,1.995256,2.110514,2.256943,2.345282,2.488435,2.571066,0.049,0.060865,0.062827,0.060355,0.057332,0.066103,0.074152,0.079934,0.077899,0.074977,0.07699,0.070686,0.07078,0.068756,0.066703,0.063536,0.066208,0.068254,0.023806,0.040541,0.059637,0.07417,0.095658,0.106584,0.126249,0.143066,0.165926,0.178534,0.19512,0.210136,0.226392,0.239793,0.257311,0.266667,0.28304,0.291472,0.009019,0.02125,0.035758,0.044796,0.056971,0.06648,0.07675,0.084883,0.097752,0.111875,0.128147,0.140734,0.157393,0.166859,0.178406,0.187277,0.198754,0.206994,hiphop
0.176458,0.284632,0.458302,0.599216,0.777634,0.896411,1.068168,1.197173,1.368026,1.493971,1.648771,1.7945,1.972459,2.090347,2.236268,2.324937,2.468394,2.561426,0.03544,0.041963,0.056668,0.0497,0.046864,0.05402,0.062276,0.066342,0.065612,0.06419,0.070634,0.068963,0.070932,0.067393,0.069146,0.064311,0.066004,0.071543,0.022586,0.036028,0.05775,0.072429,0.089842,0.104079,0.122541,0.138689,0.157675,0.170587,0.187312,0.204551,0.225382,0.238517,0.25517,0.26522,0.280668,0.291547,0.012683,0.019623,0.03127,0.044285,0.059638,0.067881,0.081815,0.089161,0.104644,0.116605,0.128996,0.140274,0.154025,0.164605,0.176779,0.184577,0.197304,0.203958,hiphop
0.183633,0.289322,0.449757,0.571751,0.716451,0.836793,0.994954,1.127052,1.285986,1.430469,1.609603,1.771531,1.951472,2.097032,2.245846,2.367678,2.531495,2.685496,0.047898,0.049653,0.082557,0.066377,0.059269,0.067341,0.062554,0.072814,0.076956,0.087734,0.083876,0.08017,0.073227,0.071835,0.073514,0.071536,0.084193,0.090877,0.027522,0.047007,0.081248,0.099308,0.11826,0.136288,0.172119,0.186132,0.192338,0.196399,0.208622,0.209311,0.225807,0.239263,0.256239,0.273635,0.295005,0.332408,0.009033,0.022492,0.03735,0.04554,0.056706,0.06951,0.082886,0.091643,0.103286,0.113534,0.129902,0.14114,0.155853,0.166295,0.177354,0.185423,0.196731,0.204052,hiphop
0.165365,0.358179,0.546645,0.679408,0.800264,0.922684,1.06999,1.195655,1.34668,1.486657,1.641107,1.76546,1.937295,2.050672,2.207753,2.314576,2.465818,2.572854,0.040033,0.048398,0.047858,0.043264,0.051131,0.060559,0.069839,0.072264,0.0746,0.076842,0.07598,0.071237,0.074727,0.069388,0.074309,0.07162,0.07491,0.087665,0.030686,0.049817,0.063946,0.076551,0.091282,0.106621,0.124591,0.139758,0.155274,0.168078,0.186277,0.199717,0.220225,0.233458,0.251715,0.263184,0.28039,0.292418,0.012932,0.028552,0.042976,0.053123,0.062041,0.068859,0.079024,0.087306,0.101725,0.11594,0.127609,0.139203,0.151267,0.161375,0.173101,0.183707,0.195947,0.203315,hiphop
0.191739,0.33347,0.476332,0.621867,0.780714,0.927351,1.107774,1.246711,1.410635,1.55076,1.693277,1.809716,1.978623,2.095215,2.240381,2.331084,2.485503,2.565569,0.043921,0.045102,0.04509,0.042026,0.046233,0.055702,0.054365,0.056328,0.059357,0.062917,0.062045,0.068204,0.071215,0.068676,0.066368,0.066151,0.064359,0.069221,0.033193,0.042087,0.065461,0.074968,0.090721,0.109582,0.126832,0.145147,0.163338,0.183019,0.192819,0.206556,0.225957,0.240009,0.255381,0.265224,0.28349,0.292258,0.01314,0.025228,0.038469,0.045812,0.058202,0.066439,0.084647,0.093308,0.107308,0.117136,0.133071,0.141067,0.153912,0.163023,0.177339,0.185693,0.197797,0.204108,hiphop
0.165114,0.329505,0.515805,0.668813,0.814579,0.93284,1.088773,1.226143,1.386796,1.510189,1.668591,1.807707,1.975727,2.09666,2.247018,2.348099,2.500956,2.587873,0.061083,0.060386,0.07716,0.061344,0.060253,0.067944,0.074735,0.072412,0.068134,0.077781,0.0822,0.077236,0.075827,0.078392,0.079861,0.086042,0.089961,0.102193,0.033079,0.044379,0.067894,0.078369,0.094257,0.107821,0.126567,0.142342,0.161661,0.175788,0.193018,0.207527,0.226325,0.23916,0.255843,0.268,0.285327,0.294707,0.011641,0.020854,0.032828,0.046085,0.058608,0.067167,0.079383,0.090191,0.102946,0.112608,0.126466,0.138558,0.15186,0.162491,0.175623,0.182277,0.19479,0.201076,hiphop
