@relation gtzan_blues_classic_country_disco_hiphop_jazz_metal_pop_reggae_rock_spfe

@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f0 numeric
@attribute Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f1 numeric
@attribute Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f2 numeric
@attribute Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f3 numeric
@attribute Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f4 numeric
@attribute Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f5 numeric
@attribute Std_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f6 numeric
@attribute Std_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f7 numeric
@attribute Std_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f8 numeric
@attribute Std_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f9 numeric
@attribute Std_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f10 numeric
@attribute Std_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f11 numeric
@attribute class {blues,classical,country,hiphop,jazz,metal,pop,reggae,rock}

@data
0.079976,0.238952,0.091535,0.062691,0.245706,0.034523,0.027216,0.075156,0.012313,0.023393,0.08937,0.006903,hiphop
0.102686,0.284645,0.094551,0.058234,0.172992,0.037024,0.024135,0.073065,0.016184,0.015577,0.078164,0.01023,hiphop
0.073466,0.419728,0.101815,0.070731,0.351261,0.035475,0.029677,0.095154,0.013628,0.026573,0.054899,0.006685,hiphop
0.041233,0.084243,0.093761,0.033375,0.113447,0.035763,0.014572,0.036437,0.012325,0.021773,0.06293,0.008785,hiphop
0.064755,0.214215,0.097375,0.055743,0.243997,0.038426,0.014217,0.046135,0.012399,0.013397,0.052773,0.007185,hiphop
0.070092,0.357354,0.10714,0.067333,0.344633,0.052159,0.031455,0.107615,0.015252,0.02346,0.082031,0.01804,hiphop
0.076464,0.21894,0.086079,0.050105,0.179576,0.027572,0.013189,0.046537,0.010742,0.012254,0.048195,0.005473,hiphop
0.092667,0.267195,0.100969,0.094788,0.269617,0.043644,0.047904,0.104368,0.013983,0.047153,0.070462,0.012131,hiphop
0.056377,0.194383,0.091404,0.045921,0.233747,0.036575,0.015189,0.073836,0.01191,0.021314,0.088302,0.00722,hiphop
0.132234,0.444267,0.093658,0.089145,0.244219,0.037401,0.06672,0.132518,0.011293,0.03932,0.098775,0.011012,hiphop
0.069976,0.198133,0.096879,0.052619,0.225796,0.041322,0.060068,0.121902,0.014052,0.03955,0.07291,0.010119,hiphop
0.103635,0.21083,0.087242,0.050837,0.10939,0.028767,0.032847,0.061524,0.012135,0.016551,0.036259,0.004369,hiphop
0.065237,0.14455,0.088018,0.050541,0.134359,0.02928,0.031847,0.060641,0.011627,0.033306,0.050222,0.006064,hiphop
0.056921,0.124814,0.085545,0.029112,0.101314,0.029783,0.011523,0.032771,0.011388,0.009853,0.041119,0.004532,hiphop
0.08249,0.156779,0.094655,0.036206,0.094208,0.039574,0.01684,0.044508,0.013782,0.012482,0.042816,0.009066,hiphop
0.09165,0.245825,0.081305,0.041877,0.111099,0.029459,0.034523,0.057806,0.010817,0.014951,0.035937,0.005596,hiphop
0.082452,0.189307,0.089224,0.047998,0.132168,0.032846,0.024421,0.060013,0.01207,0.020499,0.044312,0.007834,hiphop
0.085095,0.283319,0.09195,0.07205,0.263472,0.035883,0.037043,0.076938,0.011764,0.035575,0.078436,0.006531,hiphop
0.05032,0.168784,0.08588,0.036924,0.212383,0.031005,0.013888,0.05534,0.010496,0.011257,0.071308,0.005205,hiphop
0.124431,0.271537,0.090376,0.103628,0.21995,0.031355,0.059834,0.085513,0.013068,0.04365,0.064117,0.00713,hiphop
0.081686,0.198248,0.102113,0.058777,0.181953,0.048318,0.028552,0.063097,0.014384,0.022212,0.038162,0.009327,hiphop
0.078235,0.446295,0.09675,0.066038,0.325305,0.033407,0.042676,0.131564,0.013032,0.023399,0.079191,0.004824,hiphop
0.081161,0.199705,0.084782,0.053114,0.145541,0.027703,0.022911,0.054682,0.010808,0.024496,0.05595,0.005304,hiphop
0.048251,0.11128,0.093724,0.035463,0.137855,0.033345,0.016581,0.045775,0.013015,0.025718,0.070939,0.005433,hiphop
0.068543,0.174719,0.082322,0.032049,0.10722,0.027861,0.015654,0.043521,0.010104,0.010628,0.036619,0.004326,hiphop
0.114272,0.262484,0.097242,0.062735,0.156015,0.03603,0.025178,0.062034,0.012623,0.019949,0.049346,0.007024,hiphop
0.077769,0.288225,0.086688,0.062441,0.272887,0.029347,0.025076,0.058161,0.011169,0.019359,0.072516,0.00521,hiphop
0.145171,0.403202,0.089179,0.12046,0.294713,0.032933,0.041108,0.08138,0.012748,0.029004,0.050374,0.007542,hiphop
0.079751,0.272123,0.095035,0.078347,0.285698,0.037933,0.039054,0.111446,0.011146,0.054287,0.095831,0.008937,hiphop
0.087791,0.235075,0.089913,0.060873,0.19229,0.03001,0.022055,0.056612,0.011372,0.022675,0.068227,0.005579,hiphop
0.081327,0.333647,0.087527,0.067726,0.308851,0.033336,0.037744,0.093496,0.01135,0.029453,0.079176,0.006165,hiphop
0.108183,0.352008,0.07931,0.064495,0.228957,0.026782,0.018068,0.05882,0.009953,0.012764,0.026331,0.005533,hiphop
0.09378,0.246336,0.07946,0.067471,0.213254,0.02627,0.034264,0.07956,0.010097,0.033762,0.064955,0.004942,hiphop
0.047388,0.164474,0.08981,0.049867,0.235754,0.034088,0.02014,0.064691,0.01237,0.034055,0.078097,0.007427,hiphop
0.106041,0.284576,0.077536,0.074503,0.173609,0.027872,0.047225,0.098447,0.013249,0.055245,0.083464,0.008593,hiphop
0.112612,0.30663,0.079941,0.056313,0.151538,0.02599,0.026748,0.054287,0.010123,0.016438,0.032985,0.003924,hiphop
0.075518,0.494782,0.088351,0.08832,0.39171,0.031195,0.034029,0.08814,0.011178,0.036612,0.041847,0.00751,hiphop
0.110922,0.450843,0.118449,0.09269,0.307766,0.083547,0.093603,0.179179,0.042264,0.059206,0.087797,0.085941,hiphop
0.195089,0.451232,0.099525,0.148454,0.281756,0.05284,0.052997,0.126546,0.013051,0.044454,0.069181,0.047199,hiphop
0.127331,0.279992,0.082909,0.060085,0.161155,0.05649,0.124972,0.241714,0.020043,0.048515,0.098221,0.066032,hiphop
0.092617,0.22205,0.092121,0.092914,0.241989,0.040281,0.061824,0.145404,0.008333,0.065416,0.105847,0.035284,hiphop
0.079278,0.171874,0.082975,0.063421,0.178349,0.035711,0.095849,0.155054,0.00928,0.073503,0.144538,0.036161,hiphop
0.085803,0.197539,0.085693,0.065535,0.16416,0.036088,0.022557,0.056349,0.008768,0.031151,0.057381,0.035429,hiphop
0.07598,0.328571,0.092142,0.070285,0.31813,0.03624,0.035365,0.094244,0.00847,0.031402,0.07666,0.036402,hiphop
0.041667,0.184495,0.093238,0.035748,0.232105,0.046014,0.017841,0.120226,0.010537,0.024462,0.127816,0.036433,hiphop
0.141457,0.266398,0.087315,0.070828,0.130892,0.037207,0.054905,0.083151,0.010922,0.0488,0.070609,0.034773,hiphop
0.092617,0.22205,0.092123,0.092914,0.241989,0.040287,0.061824,0.145404,0.008333,0.065416,0.105847,0.035312,hiphop
0.067686,0.155428,0.09143,0.064008,0.173169,0.037073,0.021874,0.053958,0.013493,0.025719,0.05475,0.009035,hiphop
0.085443,0.281095,0.086608,0.105192,0.332761,0.033542,0.04327,0.09867,0.010116,0.054927,0.053806,0.006809,hiphop
0.043413,0.096573,0.085524,0.03789,0.13408,0.032705,0.017743,0.05492,0.011945,0.018787,0.060157,0.008515,hiphop
0.066702,0.206725,0.081961,0.059346,0.226371,0.027377,0.016778,0.054072,0.010466,0.021723,0.058535,0.004532,hiphop
0.027234,0.095368,0.089962,0.023892,0.183336,0.034578,0.007439,0.049511,0.010863,0.009846,0.089434,0.006597,hiphop
0.068613,0.15283,0.088097,0.078421,0.195197,0.034237,0.028906,0.069135,0.011741,0.036131,0.062017,0.007369,hiphop
0.047751,0.169905,0.089074,0.048734,0.251397,0.037583,0.028355,0.084461,0.011462,0.038916,0.084488,0.008221,hiphop
0.073178,0.31564,0.095504,0.068167,0.325136,0.043639,0.032221,0.111598,0.012315,0.029935,0.055457,0.009102,hiphop
0.089008,0.255623,0.08659,0.083773,0.277509,0.03005,0.031005,0.086451,0.011264,0.044866,0.066182,0.005955,hiphop
0.05366,0.10899,0.080514,0.044344,0.103418,0.030763,0.018016,0.036494,0.010419,0.015777,0.035167,0.0064,hiphop
0.040213,0.163776,0.088649,0.030903,0.22828,0.037131,0.007302,0.041721,0.011483,0.004844,0.058929,0.007274,hiphop
0.031012,0.078375,0.083579,0.028608,0.124708,0.028847,0.007113,0.024398,0.01084,0.0082,0.045253,0.004773,hiphop
0.096753,0.221247,0.089993,0.087795,0.192607,0.03459,0.028168,0.053876,0.010994,0.026963,0.039268,0.008469,hiphop
0.041898,0.137857,0.086437,0.034117,0.191233,0.030982,0.020924,0.060858,0.012013,0.014099,0.072137,0.006295,hiphop
0.036559,0.229071,0.089054,0.032456,0.265406,0.032352,0.023998,0.167621,0.011322,0.01405,0.138629,0.00666,hiphop
0.04389,0.13989,0.082976,0.036016,0.183951,0.02958,0.014843,0.055236,0.011002,0.014521,0.093248,0.005102,hiphop
0.086463,0.318111,0.096244,0.110201,0.34425,0.040602,0.042377,0.100004,0.012764,0.046212,0.072454,0.008546,hiphop
0.100041,0.34513,0.092774,0.098978,0.312479,0.03663,0.029045,0.081014,0.01248,0.032015,0.059663,0.005781,hiphop
0.061163,0.18489,0.091156,0.054462,0.236337,0.035489,0.033067,0.063922,0.011811,0.031024,0.06593,0.008015,hiphop
0.066555,0.160238,0.097694,0.094944,0.24737,0.043142,0.027684,0.06007,0.012792,0.046124,0.068018,0.009927,hiphop
0.054405,0.228885,0.087948,0.049679,0.273739,0.039536,0.025456,0.101868,0.011471,0.031533,0.114418,0.008399,hiphop
0.094179,0.389134,0.087649,0.101839,0.35772,0.033303,0.042296,0.096599,0.010784,0.038176,0.056135,0.007733,hiphop
0.061611,0.149561,0.08851,0.052386,0.170787,0.033918,0.017722,0.042248,0.0116,0.015956,0.037466,0.006857,hiphop
0.08392,0.227978,0.080989,0.085004,0.246654,0.028119,0.036787,0.078245,0.011621,0.047087,0.066103,0.005444,hiphop
0.041256,0.11594,0.087549,0.04422,0.209015,0.032663,0.012824,0.046009,0.011113,0.019435,0.075144,0.007607,hiphop
0.075261,0.169782,0.079079,0.092557,0.254439,0.030425,0.046796,0.096658,0.010364,0.064466,0.086471,0.006402,hiphop
0.025872,0.106976,0.090086,0.021883,0.212563,0.034197,0.00683,0.04361,0.011546,0.006568,0.088841,0.007084,hiphop
0.067541,0.130782,0.08792,0.070782,0.177838,0.034136,0.068717,0.116511,0.011855,0.073992,0.09085,0.010021,hiphop
0.069649,0.264957,0.086147,0.057974,0.274856,0.031435,0.026905,0.088023,0.011782,0.017412,0.080314,0.00587,hiphop
0.11716,0.291837,0.088097,0.133331,0.301031,0.032439,0.054064,0.0869,0.010951,0.060593,0.049085,0.007558,hiphop
0.07406,0.354733,0.093195,0.081299,0.359397,0.035368,0.023588,0.096278,0.010416,0.031393,0.066884,0.008456,hiphop
0.09369,0.237201,0.09394,0.07714,0.24206,0.033298,0.029337,0.061538,0.012784,0.032081,0.057575,0.008255,hiphop
0.07406,0.354733,0.0931,0.081299,0.359397,0.035112,0.023588,0.096278,0.010673,0.031393,0.066884,0.007647,hiphop
0.138741,0.319754,0.099182,0.11398,0.255457,0.040122,0.03726,0.064601,0.012685,0.044892,0.04375,0.00856,hiphop
0.113139,0.291013,0.090206,0.096261,0.224929,0.032202,0.034194,0.063741,0.011515,0.052704,0.049302,0.008566,hiphop
0.028833,0.159728,0.091688,0.024534,0.255752,0.03501,0.008595,0.090314,0.011601,0.008196,0.110851,0.00621,hiphop
0.077664,0.293411,0.083959,0.064742,0.279353,0.026706,0.022803,0.081749,0.011282,0.013823,0.082713,0.003627,hiphop
0.078921,0.282554,0.091646,0.056879,0.256259,0.030585,0.023647,0.086522,0.012482,0.015217,0.093293,0.004664,hiphop
0.082228,0.323052,0.087798,0.066852,0.297503,0.032645,0.025958,0.090719,0.013076,0.021452,0.060325,0.007595,hiphop
0.089073,0.314299,0.081301,0.063466,0.263767,0.026122,0.019532,0.081254,0.010186,0.019309,0.067333,0.004612,hiphop
0.050736,0.238632,0.086801,0.049326,0.285675,0.031984,0.018116,0.091577,0.011366,0.02063,0.095302,0.005848,hiphop
0.05717,0.404995,0.093568,0.054859,0.382405,0.034754,0.034076,0.098298,0.012515,0.027322,0.080879,0.005724,hiphop
0.101254,0.239306,0.087335,0.061087,0.168145,0.028371,0.024839,0.046142,0.010622,0.02296,0.041541,0.00513,hiphop
0.073218,0.299139,0.092132,0.053453,0.269965,0.032028,0.021192,0.073692,0.010665,0.013115,0.069918,0.005324,hiphop
0.070043,0.240332,0.083331,0.042393,0.232767,0.02615,0.018238,0.06184,0.011097,0.012562,0.078917,0.003705,hiphop
0.097762,0.265043,0.08774,0.06568,0.193942,0.02784,0.030386,0.059528,0.010315,0.027519,0.048358,0.006104,hiphop
0.040787,0.246094,0.087058,0.032451,0.321616,0.028116,0.012809,0.081804,0.011757,0.00772,0.086103,0.004777,hiphop
0.116032,0.358133,0.091493,0.080683,0.245435,0.029719,0.04291,0.089405,0.011059,0.018001,0.049128,0.005979,hiphop
0.035087,0.30322,0.091666,0.026803,0.355393,0.0299,0.010943,0.123461,0.011094,0.009965,0.089697,0.00505,hiphop
0.112219,0.288372,0.08629,0.06448,0.147684,0.029348,0.024394,0.052976,0.011548,0.012176,0.030995,0.005199,hiphop
0.059501,0.139508,0.089699,0.030562,0.103524,0.030562,0.011255,0.027534,0.010975,0.005653,0.041533,0.005457,hiphop
0.055291,0.184448,0.083938,0.034453,0.210026,0.026207,0.022877,0.068396,0.010614,0.011102,0.071127,0.004974,hiphop
0.067933,0.27684,0.087822,0.059639,0.286415,0.029586,0.024545,0.075472,0.011168,0.020021,0.081071,0.0051,hiphop
0.079976,0.238952,0.091535,0.062691,0.245706,0.034523,0.027216,0.075156,0.012313,0.023393,0.08937,0.006903,hiphop
0.069841,0.135515,0.077495,0.030322,0.070128,0.027775,0.030268,0.065544,0.007914,0.020436,0.0505,0.014371,jazz
0.046479,0.088345,0.075223,0.018823,0.041436,0.024695,0.020504,0.04237,0.010042,0.01146,0.022547,0.005436,jazz
0.055351,0.101425,0.078643,0.010634,0.024137,0.034656,0.029913,0.05385,0.01049,0.007535,0.014443,0.006062,jazz
0.037987,0.063993,0.078747,0.008641,0.018674,0.031785,0.01074,0.019679,0.011838,0.003606,0.009774,0.009222,jazz
0.036883,0.053206,0.081602,0.009472,0.01845,0.030149,0.015947,0.02464,0.011301,0.007255,0.019735,0.006061,jazz
0.047196,0.086082,0.084229,0.020279,0.069848,0.032515,0.016631,0.020734,0.01179,0.004769,0.071737,0.008334,jazz
0.044682,0.106714,0.086565,0.017468,0.060601,0.034591,0.021919,0.072173,0.012405,0.009013,0.067622,0.005653,jazz
0.056938,0.082746,0.080577,0.014699,0.032284,0.029349,0.022574,0.029019,0.010186,0.009036,0.036381,0.00453,jazz
0.030309,0.093568,0.083451,0.015634,0.097481,0.033898,0.013242,0.095468,0.011517,0.012227,0.105277,0.005938,jazz
0.029963,0.074191,0.077859,0.007459,0.052232,0.030552,0.008236,0.054047,0.010393,0.003741,0.108015,0.005272,jazz
0.030558,0.072171,0.077914,0.00921,0.044281,0.036811,0.017061,0.058754,0.012011,0.007249,0.075484,0.007658,jazz
0.062548,0.111281,0.078404,0.027232,0.060035,0.027373,0.020858,0.035889,0.00909,0.011395,0.026949,0.004717,jazz
0.046033,0.083681,0.075145,0.020664,0.045968,0.02726,0.016991,0.034433,0.009787,0.009321,0.018204,0.004198,jazz
0.038689,0.0644,0.0785,0.015443,0.047698,0.026034,0.009382,0.019295,0.009441,0.004603,0.052307,0.004516,jazz
0.0636,0.098952,0.074791,0.017756,0.033346,0.029234,0.032459,0.056532,0.010217,0.015048,0.023175,0.004285,jazz
0.054505,0.099534,0.079502,0.027068,0.060173,0.027234,0.016962,0.031404,0.009702,0.009296,0.022866,0.004323,jazz
0.066324,0.115985,0.072377,0.022243,0.043416,0.02605,0.033118,0.065094,0.010522,0.015246,0.045274,0.003701,jazz
0.06345,0.141412,0.079334,0.03119,0.089485,0.028264,0.02213,0.068371,0.010154,0.011762,0.047987,0.005107,jazz
0.062296,0.134928,0.075101,0.024521,0.060415,0.024513,0.015055,0.037002,0.009833,0.007986,0.032954,0.003229,jazz
0.048853,0.092918,0.076254,0.013774,0.034488,0.026091,0.015409,0.026251,0.010533,0.005907,0.027598,0.004191,jazz
0.024245,0.078747,0.078525,0.011479,0.115023,0.027065,0.014705,0.079635,0.010346,0.008295,0.142852,0.006593,jazz
0.130784,0.30751,0.078993,0.06571,0.143244,0.02455,0.062075,0.132552,0.010268,0.02849,0.038432,0.004629,jazz
0.042524,0.076613,0.076382,0.012987,0.04522,0.028183,0.014838,0.040968,0.009828,0.008031,0.05295,0.005639,jazz
0.064293,0.116932,0.077045,0.02084,0.056146,0.026926,0.021166,0.046778,0.010035,0.010285,0.040243,0.005098,jazz
0.071279,0.159323,0.079531,0.034644,0.092732,0.027849,0.030791,0.072722,0.009652,0.024385,0.059517,0.005423,jazz
0.038773,0.068254,0.076682,0.017235,0.064971,0.026048,0.011045,0.02095,0.010836,0.00692,0.052723,0.0044,jazz
0.035621,0.116092,0.073666,0.007081,0.073762,0.026544,0.015759,0.170151,0.011239,0.00618,0.143902,0.005375,jazz
0.044085,0.102352,0.081071,0.023237,0.095769,0.027193,0.017713,0.047069,0.010402,0.009105,0.052371,0.004655,jazz
0.059125,0.110645,0.077789,0.023125,0.060534,0.026363,0.01527,0.037588,0.010222,0.009606,0.030393,0.004236,jazz
0.068919,0.169127,0.077636,0.028488,0.096614,0.025702,0.016014,0.050879,0.01038,0.010008,0.027165,0.004173,jazz
0.0627,0.118216,0.073535,0.018157,0.043621,0.025724,0.03861,0.088508,0.010059,0.013455,0.034243,0.004274,jazz
0.06147,0.121079,0.077819,0.026381,0.0612,0.02506,0.022811,0.051167,0.010732,0.008927,0.026425,0.003734,jazz
0.04319,0.080778,0.08372,0.020507,0.0572,0.031425,0.018461,0.052331,0.011418,0.013685,0.044948,0.006891,jazz
0.03155,0.065683,0.085033,0.014328,0.061885,0.033733,0.010109,0.031215,0.010266,0.00605,0.068645,0.005906,jazz
0.070165,0.139605,0.088539,0.044574,0.090793,0.034065,0.035098,0.054446,0.011774,0.023176,0.02863,0.004785,jazz
0.031334,0.050134,0.082929,0.007298,0.017432,0.032664,0.007339,0.014979,0.011881,0.003118,0.009945,0.004697,jazz
0.081947,0.14344,0.085918,0.035684,0.061511,0.028995,0.022475,0.039789,0.011653,0.012423,0.019296,0.003698,jazz
0.042926,0.083536,0.08242,0.020437,0.047357,0.032875,0.011211,0.019128,0.010874,0.006894,0.029301,0.006395,jazz
0.04851,0.098876,0.080302,0.018557,0.050282,0.027007,0.013899,0.035629,0.011636,0.007033,0.022872,0.004422,jazz
0.057298,0.111736,0.088401,0.026965,0.077294,0.032198,0.019458,0.033518,0.010257,0.010423,0.031787,0.005592,jazz
0.049255,0.075494,0.08724,0.017908,0.046376,0.033176,0.012431,0.0277,0.012398,0.008669,0.02655,0.005544,jazz
0.088858,0.191094,0.08502,0.040068,0.085637,0.031752,0.027244,0.052941,0.010917,0.014462,0.036759,0.005557,jazz
0.052174,0.101477,0.084526,0.018214,0.054686,0.03036,0.020368,0.06003,0.011672,0.014611,0.043357,0.005518,jazz
0.071664,0.131139,0.082878,0.02614,0.054981,0.028639,0.020764,0.052065,0.010792,0.006543,0.019551,0.004693,jazz
0.037554,0.08312,0.084749,0.018844,0.061783,0.032826,0.015645,0.035003,0.010587,0.009294,0.06851,0.00584,jazz
0.035182,0.060603,0.079743,0.008884,0.023256,0.031374,0.009216,0.024607,0.010243,0.004125,0.012643,0.005004,jazz
0.050484,0.085737,0.087092,0.01861,0.05016,0.033414,0.011323,0.030342,0.011629,0.008038,0.020672,0.005357,jazz
0.065312,0.140395,0.076595,0.033046,0.089468,0.02602,0.021595,0.063382,0.010146,0.021076,0.055478,0.00419,jazz
0.05665,0.108389,0.076121,0.020185,0.050205,0.025943,0.015251,0.03125,0.009789,0.005355,0.017415,0.004543,jazz
0.053643,0.075484,0.076499,0.022738,0.054563,0.024045,0.022062,0.048714,0.009937,0.027706,0.059579,0.00461,jazz
0.041079,0.095192,0.077488,0.020333,0.098001,0.026636,0.009804,0.032096,0.009784,0.005131,0.05382,0.004518,jazz
0.031575,0.065718,0.076645,0.014349,0.061917,0.026983,0.010106,0.031226,0.009524,0.006069,0.068642,0.004108,jazz
0.045985,0.127955,0.073894,0.026614,0.131953,0.025765,0.020235,0.072956,0.009055,0.013595,0.077904,0.006938,jazz
0.070325,0.140231,0.081027,0.044754,0.091417,0.02891,0.035358,0.055569,0.011034,0.023527,0.029774,0.004859,jazz
0.049741,0.089748,0.073638,0.016195,0.035319,0.024266,0.012359,0.028187,0.010211,0.004106,0.018827,0.004852,jazz
0.031339,0.05015,0.073403,0.007299,0.017465,0.024537,0.007339,0.014978,0.008745,0.003117,0.009975,0.006435,jazz
0.070522,0.164413,0.074492,0.044351,0.147722,0.024409,0.018375,0.052328,0.008448,0.01457,0.042118,0.006926,jazz
0.045459,0.086887,0.071722,0.012991,0.043179,0.024332,0.019776,0.050145,0.008624,0.00963,0.054226,0.005366,jazz
0.081984,0.143436,0.078109,0.035674,0.061497,0.024684,0.022482,0.039788,0.009968,0.012424,0.019295,0.004094,jazz
0.028712,0.111118,0.076992,0.016311,0.164561,0.028708,0.01588,0.101709,0.012382,0.010521,0.148236,0.005959,jazz
0.043327,0.084302,0.078863,0.021102,0.04957,0.030124,0.01119,0.019114,0.010405,0.00719,0.030734,0.005689,jazz
0.058987,0.138274,0.072815,0.027109,0.082536,0.025457,0.012276,0.033018,0.009547,0.007159,0.023625,0.004787,jazz
0.048936,0.099446,0.074548,0.018805,0.051218,0.024691,0.01392,0.035819,0.010346,0.007286,0.023801,0.003915,jazz
0.060805,0.133537,0.074676,0.024788,0.086713,0.023824,0.018462,0.050613,0.009268,0.006914,0.048494,0.003884,jazz
0.0359,0.072945,0.072598,0.013906,0.0535,0.02597,0.005698,0.018729,0.009267,0.002333,0.043922,0.004383,jazz
0.057306,0.111722,0.082232,0.026965,0.07728,0.027772,0.019458,0.033512,0.010331,0.010425,0.0318,0.004211,jazz
0.069194,0.13597,0.074846,0.022836,0.050798,0.027297,0.018819,0.035247,0.009594,0.006623,0.013567,0.005133,jazz
0.049294,0.075517,0.077326,0.017944,0.046409,0.024912,0.012452,0.027736,0.01089,0.008739,0.026617,0.004397,jazz
0.052194,0.101504,0.077464,0.01822,0.054717,0.027534,0.020374,0.060047,0.010857,0.014616,0.043362,0.005245,jazz
0.072375,0.131885,0.079547,0.026312,0.056052,0.027718,0.020805,0.05187,0.010597,0.006642,0.020075,0.004915,jazz
0.037669,0.083182,0.078799,0.018898,0.061827,0.027636,0.015685,0.035056,0.010259,0.009342,0.068502,0.006221,jazz
0.03519,0.0606,0.072586,0.008885,0.023242,0.023493,0.009218,0.024623,0.009049,0.004126,0.012642,0.003975,jazz
0.05051,0.085799,0.079553,0.018598,0.050244,0.025656,0.011323,0.030336,0.010278,0.008038,0.020652,0.004279,jazz
0.091238,0.216507,0.075928,0.041618,0.146295,0.026722,0.017234,0.048557,0.009248,0.014947,0.050423,0.00564,jazz
0.061577,0.132784,0.073724,0.03225,0.105833,0.029645,0.021502,0.05828,0.00937,0.015081,0.049083,0.00485,jazz
0.098559,0.24368,0.072802,0.036066,0.135021,0.026121,0.017803,0.066183,0.009006,0.017058,0.060419,0.005162,jazz
0.057555,0.119465,0.069168,0.015974,0.04352,0.025093,0.022436,0.051304,0.009604,0.007351,0.028523,0.004421,jazz
0.101413,0.224371,0.075214,0.03833,0.101207,0.028077,0.023183,0.047348,0.009645,0.013849,0.042636,0.00541,jazz
0.075911,0.161967,0.074919,0.034347,0.10545,0.029478,0.020806,0.046805,0.009813,0.014956,0.038553,0.005475,jazz
0.076254,0.190144,0.075089,0.035297,0.101156,0.026228,0.028495,0.078036,0.010463,0.010633,0.031038,0.004177,jazz
0.107115,0.274143,0.076021,0.039999,0.093229,0.026039,0.020666,0.047719,0.010347,0.005884,0.022335,0.005096,jazz
0.059908,0.170483,0.077899,0.074545,0.264926,0.031405,0.023686,0.086078,0.009898,0.028626,0.083781,0.004777,jazz
0.174408,0.483486,0.075332,0.100466,0.225024,0.027835,0.069667,0.192587,0.009617,0.047118,0.078491,0.004907,jazz
0.099754,0.273783,0.071969,0.060395,0.203047,0.024156,0.032346,0.099656,0.009055,0.029038,0.061356,0.003781,jazz
0.079386,0.202549,0.072173,0.041266,0.151055,0.025067,0.034562,0.070922,0.009325,0.019068,0.071546,0.00411,jazz
0.11203,0.26037,0.072572,0.041577,0.109141,0.024274,0.031009,0.066846,0.009098,0.013685,0.054794,0.004157,jazz
0.217037,0.53222,0.07099,0.081222,0.178662,0.024375,0.065213,0.154447,0.009325,0.025409,0.063184,0.003726,jazz
0.023964,0.123794,0.073902,0.014355,0.167523,0.026262,0.013045,0.160256,0.008533,0.013357,0.170131,0.006817,jazz
0.047552,0.102005,0.071778,0.022681,0.094636,0.025948,0.016506,0.04155,0.009028,0.022562,0.09342,0.003851,jazz
0.033409,0.143748,0.070411,0.015687,0.126909,0.0226,0.021807,0.182525,0.009462,0.012741,0.153718,0.003765,jazz
0.038926,0.055608,0.075629,0.011155,0.030935,0.026565,0.007534,0.018725,0.009606,0.004463,0.022975,0.005205,jazz
0.086537,0.166328,0.069024,0.031411,0.076169,0.022399,0.088711,0.179724,0.008747,0.034196,0.07577,0.004339,jazz
0.040216,0.113727,0.07019,0.016231,0.11923,0.021352,0.042577,0.124782,0.009214,0.018828,0.142711,0.003802,jazz
0.052787,0.095606,0.070328,0.018253,0.045555,0.024889,0.013705,0.03069,0.008646,0.007973,0.026287,0.00403,jazz
0.036584,0.063477,0.084887,0.016305,0.054579,0.033808,0.010957,0.023348,0.011699,0.009052,0.056235,0.006705,jazz
0.044959,0.099237,0.076712,0.022506,0.071683,0.026092,0.016272,0.043382,0.010023,0.01107,0.049745,0.005247,jazz
0.063608,0.165448,0.078235,0.032405,0.121534,0.028845,0.02454,0.067658,0.011048,0.014533,0.106844,0.004815,jazz
0.030885,0.082323,0.07538,0.011982,0.09753,0.02829,0.011548,0.087466,0.010739,0.012744,0.138231,0.005005,jazz
0.036552,0.105606,0.079687,0.02324,0.144496,0.026572,0.010577,0.052864,0.009868,0.011917,0.102803,0.004921,jazz
0.035459,0.07057,0.079162,0.017811,0.074053,0.029738,0.010703,0.038008,0.01008,0.006386,0.076501,0.005496,jazz
0.133715,0.361657,0.073505,0.050594,0.13274,0.025128,0.028134,0.061643,0.008197,0.010597,0.039821,0.007638,metal
0.100081,0.277659,0.076475,0.040448,0.102793,0.024086,0.022859,0.064911,0.009748,0.01182,0.046356,0.004182,metal
